"popularity_score","title","artist","year","decade","original_vocal","categories","Social_singing","artist_review_flag","cleanup_notes"
"4","Bloody Valentine","Machine Gun Kelly","2020","2020s","Male","Hip-Hop, Pop Rap, Pop Punk","","",""
"4","Thrift Shop (clean)","Macklemore & Ryan Lewis & Wanz","","","","","","",""
"4","Express Yourself","Madonna","1989","80s","Female","Pop, Dance-Pop","","",""
"4","Into the Groove","Madonna","1984","80s","Female","Pop, Dance-Pop, Hip-Hop, Adult Contemporary, Dance","","",""
"4","True Blue","Madonna","1986","80s","Female","Rock, Pop Rock, Pop, Dance-Pop, Adult Contemporary","","",""
"4","We Belong Together","Mariah Carey","2005","2000s","Female","Pop, Dance-Pop, R&B, Contemporary R&B, Soul","","",""
"4","Paper Roses","Marie Osmond","1973","70s","Female","Country, Country Pop, Rock, Pop Rock, Classic Rock","","",""
"4","Dope Show","Marilyn Manson","","","","Rock, Alternative Rock, Alternative Metal, Industrial Rock, Metal","","",""
"4","Tainted Love","Marilyn Manson","2001","2000s","","Rock, Alternative Rock, Alternative Metal, Electronic, Heavy Metal","","",""
"4","19 Somethin'","Mark Wills","2002","2000s","Male","Country, Contemporary Country","","",""
"4","Payphone with Vocals","Marron 5 & Wiz Khalifa","","","","","","",""
"4","Heard It in a Love Song","Marshall & Band Tucker","","","","","","",""
"4","Toy Soldiers","Martika","1988","80s","Female","Rock, Pop Rock, Classic Rock, Pop, Dance-Pop","","",""
"4","I Love You","Martina McBride","1999","90s","Female","Country, Contemporary Country, Modern Country, Rock, Pop Rock","","",""
"4","El Paso City","Marty Robbins","1976","70s","Male","Country","","",""
"4","Down at the Twist and Shout","Mary Chapin Carpenter","1990","90s","Female","Country, Contemporary Country, Rock, Folk, Americana","","",""
"4","Dear Future Husband (with Vocals)","Meghan Trainor","","","","","","",""
"4","Louisiana Saturday Night","Mel Mcdaniel","1980","80s","Male","Country, Singer-Songwriter","","",""
"4","Overkill","Men at Work","1983","80s","","Rock, New Wave","","",""
"4","Who Can It Be Now","Men at Work","1981","80s","","Rock, Pop Rock, Pop, New Wave","","",""
"4","Disc # - Track #10 - I'M a Lonesome Fugitive","Merle Haggard","","","","","","",""
"4","Misery and Gin Eastwood","Merle Haggard & Clint","","","","","","",""
"4","For Whom the Bell Tolls","Metallica","1992","90s","","Hard Rock, Heavy Metal, Metal","","",""
"4","I Disappear","Metallica","2000","2000s","","Rock, Hard Rock, Blues, Heavy Metal, Metal","","",""
"4","No Leaf Clover (live)","Metallica","2003","2000s","","Hard Rock, Heavy Metal, Metal","","",""
"4","Thriller","Micheal Jackson","","","","","","",""
"4","It All Comes Out in the Wash","Miranda Lambert","2019","2010s","Female","Alt-Country, Rock, Country Rock","","",""
"4","Mississippi Girl","Faith Hill","","","","","","",""
"4","Classic","Mkto","2013","2010s","","Pop, Pop Rap","","",""
"4","Flirtin' with Disaster","Molly Hatchett","","","","","","",""
"4","This Is How We Do It","Montel Jordan","","","","","","",""
"4","This I Promise You","NSYNC","2000","2000s","","Pop, Dance-Pop, Hip-Hop, R&B, Boy Band","","",""
"4","The Ting Tings That's Not My","Name","","","","","","",""
"4","Something Stupid","Nancy Sinatra & Frank","","","","","","",""
"4","If You Know What I Mean","Neil Diamond","1976","70s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"4","September Morn","Neil Diamond","1979","70s","Male","Rock, Classic Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"4","You Got It (the Right Stuff)","New Kids on the Block","1988","80s","","Pop, Dance-Pop, Teen Pop, R&B, Boy Band","","",""
"4","Bizarre Love Triangle","New Order","1986","80s","","Rock, Indie Rock, Pop, Electronic, New Wave","","",""
"4","Good Time","Niko Moon","2020","2020s","Male","Country","","",""
"4","What Am I to You","Norah Jones","2002","2000s","Female","Country, Pop, Indie Pop, Folk, Singer-Songwriter","","",""
"4","Creepin' in","Norah Jones & Dolly Parton","","","","","","",""
"4","Little Girls","Oingo Boingo","1981","80s","","Rock, Pop Rock, New Wave","","",""
"4","Let Me Be There","Olivia Newton-John","1973","70s","Female","Country, Country Pop, Pop","","",""
"4","Magic","Olivia Newton-John","1980","80s","Female","Rock, Pop Rock, Pop, Folk, Country Rock","","",""
"4","Love Runs Out","Onerepublic","2014","2010s","","Pop, Dance","","",""
"4","(sitting on The) Dock of the Bay","Otis Redding","1973","70s","Male","R&B, Soul, Blues, Blues Rock, Psychedelic Rock","","",""
"4","If You Wanna Get to Heaven","Ozark Mountain Daredevils","1973","70s","","Rock, Country Rock","","",""
"4","Let That Pony Run","Pam Tillis","1992","90s","Female","Country, Contemporary Country, Country Pop","","",""
"4","I'M Broken","Pantera","1994","90s","","Rock, Alternative Metal, Heavy Metal, Metal","","",""
"4","Leavin' on Your Mind","Patsy Cline","1962","60s","Female","Country, Gospel","","",""
"4","I Go Crazy","Paul Davis","1977","70s","Male","Rock, Classic Rock, Pop, Soft Rock","","",""
"4","Leaving on a Jet Plane","Paul Peter & Mary","","","","","","",""
"4","Straight Up","Paula Abdul","1988","80s","Female","Pop, Dance-Pop, Hip-Hop, R&B, Soul","","",""
"4","Why Don'T You Do Right","Peggy - (ps) Lee","","","","","","",""
"4","Winter Wonderland","Phil Christmas~spector","","","","","","",""
"4","Funhouse","Pink","","","","","","",""
"4","Hotel Room Service","Pitbull","2009","2000s","Male","Pop, Hip-Hop, Pop Rap, Dance, Electro","","",""
"4","Lets Go Crazy Revolution","Prince & the","","","","","","",""
"4","My Bar","Priscilla Block","2022","2020s","Female","Country","","",""
"4","Tragos Amargos","Ram=n Ayala","","","","","","",""
"4","Crosses","Randy - Three Wooden Travis","","","","","","",""
"4","Boots on","Randy Houser","2008","2000s","Male","Country, Contemporary Country, Modern Country, Country Pop, Rock","","",""
"4","Backwards","Rascal Flatts","2006","2000s","","Country, Contemporary Country, Country Pop, Rock, Country Rock","","",""
"4","I Got a Woman","Ray Charles","1930","1930s","Male","R&B, Soul, Blues, Jazz","","",""
